"Name","googleScholarId","title","author","journal","number","cites","year","cid","pubid"
"Paul Pierson","LnUkxkoAAAAJ","Cutting against the grain: Reagan, Thatcher and the politics of welfare state retrenchment","PD Pierson","Yale University",NA,10,1989,9682110115629805568,"iH-uZ7U-co4C"
"Paul Pierson","LnUkxkoAAAAJ","Retornos crescentes, dependência da trajetória (path dependence) e o estudo da política","P PIERSON","Ideias-Revista Do Instituto De Filosofia E Ciências Humanas, Campinas","6 (2 …",9,2015,15998702113691052032,"vDZJ-YLwNdEC"
"Paul Pierson","LnUkxkoAAAAJ","Retrenchment and restructuring in an age of austerity: what (if anything) can be learned from the affluent democracies?","P Pierson","Cadernos De Saúde Pública","18, S7-S11",9,2002,1.09774300362791e+38,"_Qo2XoVZTnwC"
"Paul Pierson","LnUkxkoAAAAJ","La réforme des États-providences «libéraux» au Canada et aux États-Unis, ou la revanche de Friedman","J Myles, P Pierson","Lien Social Et Politiques","25-36",9,1999,6355504937154959360,"TQgYirikUcIC"
"Paul Pierson","LnUkxkoAAAAJ","Rendimientos crecientes, trayectorias dependientes y el estudio de la política","P Pierson","Revista Mexicana De Análisis Político Y Administración Pública","6 (2), 11-50",8,2017,2055109312057414400,"Fu2w8maKXqMC"
"Paul Pierson","LnUkxkoAAAAJ","Institutions multi-niveaux et production des politiques sociales","S Leibfried, P Pierson","Politiques Sociales Européennes: Entre Intégration Et Fragmentation, Paris …",NA,8,1998,8889336505037143040,"OcBU2YAGkTUC"
"Paul Pierson","LnUkxkoAAAAJ","European social policy: Between integration and fragmentation","S Leibfried, P Pierson","Brookings Institution",NA,8,1995,7892180681148742656,"ODE9OILHJdcC"
"Paul Pierson","LnUkxkoAAAAJ","Le prospettive dell'Europa sociale","S LEIBFRIED, P PIERSON, N Bosco","Stato E Mercato","43-82",8,1993,3556697156532858880,"TFP_iSt0sucC"
"Paul Pierson","LnUkxkoAAAAJ","The Republican devolution: Partisanship and the decline of American Governance","JS Hacker, P Pierson","Foreign Affairs","98, 42",7,2019,11913229348393295872,"sNmaIFBj_lkC"
"Paul Pierson","LnUkxkoAAAAJ","Political Development and Contemporary American Politics","P Pierson, T Skocpol","The Transformation Of American Politics: Activist Government And The Rise Of …",NA,7,2007,2136635872426979584,"artPoR2Yc-kC"
"Paul Pierson","LnUkxkoAAAAJ","The Path to European Integration: A Historical Institutionalist Analysis","P Pierson","İçinde Debates On European Integration, Derleyen Mette Eilstrup-Sangivanni …",NA,7,2006,1.5714003673945e+19,"prdVHNxh-e8C"
"Paul Pierson","LnUkxkoAAAAJ","As Long As It Takes: duration and the explanation of political outcomes","RW Mickey, P Pierson","Workshop On Comparative Politics, Yale University",NA,7,2004,4288580041108513280,"r0BpntZqJG4C"
"Paul Pierson","LnUkxkoAAAAJ","Explaining Institutional Origins and Change","P Pierson","Princeton University Press",NA,7,2001,10828240046835099648,"5qfkUJPXOUwC"
"Paul Pierson","LnUkxkoAAAAJ","The American Political Science Review","P Pierson","Increasing Returns, Path Dependence, And The Study Of Politics","94 (2)",7,2000,2618606509375980544,"v1_lew4L6wgC"
"Paul Pierson","LnUkxkoAAAAJ","Reflections on the Evolution of a Research Program","P Pierson","Ps: Political Science And Politics","48 (2), 292-294",6,2015,2171086138282010112,"Tiz5es2fbqcC"
"Paul Pierson","LnUkxkoAAAAJ","Standort Europa: Sozialpolitik zwischen Nationalstaat und Euopäischer Integration","P Piersson, S Leibfried, S Streeck","Suhrkamp Verlag",NA,6,2015,16324473199310940160,"GtLg2Ama23sC"
"Paul Pierson","LnUkxkoAAAAJ","Policy, politics, and the rise of inequality","P Pierson","Remaking America: Democracy And Public Policy In An Age Of Inequality","254-65",6,2007,1619200049121271808,"4fGpz3EwCPoC"
"Paul Pierson","LnUkxkoAAAAJ","Ahead of its Time: On Martha Derthick's Policymaking for Social Security","P Pierson","Ps: Political Science And Politics","37 (3), 441-442",6,2004,4565379230706392064,"4JMBOYKVnBMC"
"Paul Pierson","LnUkxkoAAAAJ","European Social policy","L Stephan, P Paul","Between Fragmentation And Integration, Washington Dc., The Brookling Institution",NA,6,1995,17295863236482275328,"IaI1MmNe2tcC"
"Paul Pierson","LnUkxkoAAAAJ","Interests, Institutions and Policy Feedback","P Pierson","Dismantling The Welfare State","27-52",6,1994,17823766630208733184,"a9-T7VOCCH8C"
"Paul Pierson","LnUkxkoAAAAJ","When Effects Become Cause..","P Pierson","Policy Feedback And Political Change, World",NA,6,1993,4545918403278400512,"MpfHP-DdYjUC"
"Paul Pierson","LnUkxkoAAAAJ","The American Political Economy: Politics, Markets, and Power","JS Hacker, A Hertel-Fernandez, P Pierson, K Thelen","Cambridge University Press",NA,5,2021,8919889160819986432,"LdasjJ6CEcoC"
"Paul Pierson","LnUkxkoAAAAJ","An open letter to the APSA leadership and members","CS Allen, BA Aquino, M Aronoff, R Art, ZD Barany, B Barratt, DM Barrett, ...","Ps-Political Science And Politics","33 (4)",5,2000,12250767619887763456,"sJsF-0ZLhtgC"
"Paul Pierson","LnUkxkoAAAAJ","Politiques sociales européennes: entre intégration et fragmentation","P Pierson, S Leibfried","Editions L'harmattan",NA,4,1998,12815951964621131776,"uLbwQdceFCQC"
"Paul Pierson","LnUkxkoAAAAJ","Pablo Beramendi, Silja Häusermann, Herbert Kitschelt, and Hanspeter Kriesi (eds), 2015, The Politics of Advanced Capitalism, Cambridge University Press","PA Hall, C Green-Pedersen*, JD Kraft, P Pierson*","Socio-Economic Review","14 (2), 383-394",3,2016,1.76379954279214e+39,"1qzjygNMrQYC"
"Paul Pierson","LnUkxkoAAAAJ","L'Europe sociale en perspectives","AM Guillemard, FX MERRIEN, B PALIER, M FERRERA, JC BARBIER, ...","Revue Française De Sociologie","205-406",3,2002,16061386137382678528,"-mN3Mh-tlDkC"
"Paul Pierson","LnUkxkoAAAAJ","European Social Policy: The Development of Social Europe. 2. Semisovereign Welfare States: Social Policy in a Multitiered Europe","S Leibfried, P Pierson","Brookings Institution",NA,3,1995,10651293147739160576,"OU6Ihb5iCvQC"
"Paul Pierson","LnUkxkoAAAAJ","The Path toEuropean Integration: A Historical Institutionalist Perspective","P Pierson","Programfor The Study Of Germany And Europe",NA,3,1994,10770948272957440000,"RHpTSmoSYBkC"
"Paul Pierson","LnUkxkoAAAAJ","Fair Shares: Unions, Pay and Politics in Sweden and West Germany","P Pierson","Comparative Politics Studies","23, 552",3,1990,7131249823452782592,"ZzlSgRqYykMC"
"Paul Pierson","LnUkxkoAAAAJ","The Political Economies of Red States","JM Grumbach, JS Hacker, P Pierson","The American Political Economy: Politics, Markets, And Power","209",2,2021,1330578351992520192,"1taIhTC69MYC"
"Paul Pierson","LnUkxkoAAAAJ","Introduction: The American Political Economy: A Framework and Agenda for Research","JS Hacker, A Hertel-Fernandez, P Pierson, KA Thelen","The American Political Economy: Politics, Markets, And Power","1-48",2,2021,8973652263011359744,"MhiOAD_qIWkC"
"Paul Pierson","LnUkxkoAAAAJ","Federalism, Race, and the American Welfare State","P Pierson, E Elizabeth Goodyear-Grant, R Johnston, W Kymlicka, J Myles","Federalism And The Welfare State In A Multicultural World","131-150",2,2019,13279243342770716672,"4hFrxpcac9AC"
"Paul Pierson","LnUkxkoAAAAJ","The Paradox of Voting—For Republicans: Economic Inequality, Political Organization, and the American Voter","JS Hacker, P Pierson","Representation","139-165",2,2013,16784231449497427968,"RYcK_YlVTxYC"
"Paul Pierson","LnUkxkoAAAAJ","Off topic: A reply to our critics","JS Hacker, P Pierson","The Forum","3 (4)",2,2006,6065466812650770432,"maZDTaKrznsC"
"Paul Pierson","LnUkxkoAAAAJ","Prospects for Social Europe","P Pierson, S Leibfried","Politics And Society","20 (3)",2,1992,9193334628711835648,"F1b5ZUV5XREC"
"Paul Pierson","LnUkxkoAAAAJ","Taking the Jewel from Labour's Crown?: Mrs. Thatcher's Assault on the British Welfare State","P Pierson","Minda De Gunzburg Center For European Studies",NA,2,1989,4669948138575845376,"vV6vV6tmYwMC"
"Paul Pierson","LnUkxkoAAAAJ","Listening to Louisiana: what “climbing the empathy wall” can (and can't) tell us about the populist right","P Pierson","The British Journal Of Sociology","68 (1), 133-137",1,2017,6209108312186109952,"5awf1xo2G04C"
"Paul Pierson","LnUkxkoAAAAJ","No cost for extremism: why the GOP hasn't (yet) paid a political price for its march to the right","JS Hacker, P Pierson","The American Prospect","26 (2), 71-77",1,2015,14252506118595164160,"wKETBy42zhYC"
"Paul Pierson","LnUkxkoAAAAJ","The Price of Inequality: How Today's Divided Society Endangers Our Future","JS Hacker, P Pierson","New York Review Of Books","59 (14), 55-58",1,2012,9882163353662568448,"HoB7MX3m0LUC"
"Paul Pierson","LnUkxkoAAAAJ","Enter center-GOP rip?","JS Hacker, P Pierson","New Republic","235 (26), 11-13",1,2006,11386389631906396160,"8d8msizDQcsC"
"Paul Pierson","LnUkxkoAAAAJ","Still Off Topic: A Reply to Pitney's Rejoinder","J Hacker, P Pierson","The Forum","4 (1)",1,2006,1.6402180171138e+19,"hMod-77fHWUC"
"Paul Pierson","LnUkxkoAAAAJ","Sobrellevando la austeridad permanente''","P Pierson","Zona Abierta","114, 1-15",1,2006,5392839390186896384,"bFI3QPDXJZMC"
"Paul Pierson","LnUkxkoAAAAJ","THE 3 WORLDS OF WELFARE CAPITALISM-ESPINGANDERSEN, G","P Pierson","World Politics","45 (4), 595-628",1,1993,16484177124239910912,"NMxIlDl6LWMC"
"Robert Van Houweling","dMBpn60AAAAJ","The electoral implications of candidate ambiguity","M Tomz, RP Van Houweling","American Political Science Review","103 (1), 83-98",291,2009,1.23853204707614e+38,"u-x6o8ySG0sC"
"Robert Van Houweling","dMBpn60AAAAJ","Avarice and ambition in Congress: Representatives' decisions to run or retire from the US House","RL Hall, RP Van Houweling","American Political Science Review","89 (1), 121-136",268,1995,13424869990779338752,"kNdYIx-mwKoC"
"Robert Van Houweling","dMBpn60AAAAJ","Candidate positioning and voter choice","M Tomz, RP Van Houweling","American Political Science Review","102 (3), 303-318",262,2008,6.28514556057373e+57,"d1gkVwhDpl0C"
"Robert Van Houweling","dMBpn60AAAAJ","How does voting equipment affect the racial gap in voided ballots?","M Tomz, RPV Houweling","American Journal Of Political Science","47 (1), 46-60",183,2003,6.65188301987081e+38,"5nxA0vEk-isC"
"Robert Van Houweling","dMBpn60AAAAJ","The senate electoral cycle and bicameral appropriations politics","KA Shepsle, RP Van Houweling, SJ Abrams, PC Hanson","American Journal Of Political Science","53 (2), 343-359",151,2009,11055367330051936256,"9yKSN-GCB0IC"
"Robert Van Houweling","dMBpn60AAAAJ","Explaining explanations: How legislators explain their policy positions and how citizens react","CR Grose, N Malhotra, R Parks Van Houweling","American Journal Of Political Science","59 (3), 724-743",139,2015,11752320766381068288,"roLk4NBRz8UC"
"Robert Van Houweling","dMBpn60AAAAJ","Explaining the contemporary alignment of race and party: Evidence from California's 1946 ballot initiative on fair employment","AS Chen, RW Mickey, RP Van Houweling","Studies In American Political Development","22 (2), 204-228",28,2008,37013550631167840,"Tyk-4Ss8FVUC"
"Robert Van Houweling","dMBpn60AAAAJ","An Evolving End Game: Partisan Collusion in Conference Committees, 1953–2003","RP Van Houweling","Party, Process, And Political Change In Congress","2, 309-322",4,2007,17285306167653707776,"Wp0gIr-vW9MC"
"Ron E. Hassner","odF2zi8AAAAJ","War on sacred grounds","RE Hassner","Cornell University Press",NA,358,2010,2857135150962717184,"u-x6o8ySG0sC"
"Ron E. Hassner","odF2zi8AAAAJ","“To halve and to hold”: Conflicts over sacred space and the problem of indivisibility","RE Hassner","Security Studies","12 (4), 1-33",330,2003,7894517908105785344,"u5HHmVD_uO8C"
"Ron E. Hassner","odF2zi8AAAAJ","The path to intractability: Time and the entrenchment of territorial disputes","RE Hassner","International Security","31 (3), 107-138",132,2006,3624058778742736896,"9ZlFYXVOiuMC"
"Ron E. Hassner","odF2zi8AAAAJ","Barriers to Entry: Who Builds Fortified Boundaries and Why?","RE Hassner, J Wittenberg","International Security","40 (1), 157-190",84,2015,4008766567165356032,"7PzlFSSx8tAC"
"Ron E. Hassner","odF2zi8AAAAJ","Blasphemy and violence","RE Hassner","International Studies Quarterly","55 (1), 23-45",60,2011,7996694915902986240,"2osOgNQ5qMEC"
"Ron E. Hassner","odF2zi8AAAAJ","Religion on the Battlefield","RE Hassner","Cornell University Press",NA,57,2016,607406551978789248,"HDshCWvjkbEC"
"Ron E. Hassner","odF2zi8AAAAJ","Religion and international affairs: the state of the art","RE Hassner","University of Toronto Press","37-56",40,2011,17426368519424880640,"Tyk-4Ss8FVUC"
"Ron E. Hassner","odF2zi8AAAAJ","Fighting insurgency on sacred ground","RE Hassner","Washington Quarterly","29 (2), 149-166",38,2006,14357677917065205760,"9yKSN-GCB0IC"
"Ron E. Hassner","odF2zi8AAAAJ","Religious violence in Judaism: Past and present","G Aran, RE Hassner","Terrorism And Political Violence","25 (3), 355-405",31,2013,5431572397064577024,"3fE2CSJIrl8C"
"Ron E. Hassner","odF2zi8AAAAJ","Sacred time and conflict initiation","RE Hassner","Security Studies","20 (4), 491-520",29,2011,11031065070902396928,"zYLM7Y9cAGgC"
"Ron E. Hassner","odF2zi8AAAAJ","Debating the role of religion in war","RE Hassner, MC Horowitz","International Security","35 (1), 201-208",28,2010,13326376174710120448,"YsMSGLbcyi4C"
"Ron E. Hassner","odF2zi8AAAAJ","Religion in the military worldwide","RE Hassner","Cambridge University Press",NA,22,2014,4179333372926729216,"YOwf2qJgpHMC"
"Ron E. Hassner","odF2zi8AAAAJ","Time and the intractability of territorial disputes","SE Goddard, J Pressman, RE Hassner","International Security","32 (3), 191-201",14,2007,1.06375012568404e+58,"Y0pCki6q_DkC"
"Ron E. Hassner","odF2zi8AAAAJ","Military Chaplains in Afghanistan, Iraq, and Beyond: Advisement and Leader Engagement in Highly Religious Environments","DL Carver, CJ Cutler, RE Hassner, LSD Hess-Hernandez, CM Hoyt, ...","Rowman And Littlefield",NA,13,2014,16256871277802831872,"qxL8FJ1GzNcC"
"Ron E. Hassner","odF2zi8AAAAJ","Religion as a Variable","RE Hassner","Religion And International Relations: A Primer For Research. The Report Of …",NA,12,2013,4496802486036035584,"iH-uZ7U-co4C"
"Ron E. Hassner","odF2zi8AAAAJ","Religious intelligence","RE Hassner","Terrorism And Political Violence","23 (5), 684-710",12,2011,1.295639667078e+19,"ufrVoPGSRksC"
"Ron E. Hassner","odF2zi8AAAAJ","The pessimist’s guide to religious coexistence","RE Hassner","Holy Places In The Israeli-Palestinian Conflict","157-169",12,2009,10634655472387125248,"UeHWp8X0CEIC"
"Ron E. Hassner","odF2zi8AAAAJ","Sliding into home plate: How to use slideware to improve your presentation (while dodging the bullets)","RE Hassner","Ps: Political Science And Politics","38 (3), 393-397",11,2005,14506194392762828800,"qjMakFHDy7sC"
"Ron E. Hassner","odF2zi8AAAAJ","The myth of the ticking bomb","RE Hassner","The Washington Quarterly","41 (1), 83-94",7,2018,1.1413561720926e+19,"J_g5lzvAfSwC"
"Ron E. Hassner","odF2zi8AAAAJ","Hypotheses on Religion in the Military","RE Hassner","International Studies Review","18 (2), 312-332",7,2016,4867750589617849344,"TQgYirikUcIC"
"Ron E. Hassner","odF2zi8AAAAJ","‘At the Horns of the Altar’: Counterinsurgency and the Religious Roots of the Sanctuary Practice","RE Hassner","Civil Wars","10 (1), 22-39",7,2008,4861256486272025600,"W7OEmFMy1HYC"
"Ron E. Hassner","odF2zi8AAAAJ","Islamic Just War Theory and the Challenge of Sacred Space in Iraq","RE Hassner","Journal Of International Affairs","131-152",7,2007,5494797845045347328,"WF5omc3nYNoC"
"Ron E. Hassner","odF2zi8AAAAJ","The path to indivisibility: The role of ideas in the resolution of intractable territorial disputes","RE Hassner","Stanford University",NA,6,2003,4642842817621417984,"j3f4tGmQtD8C"
"Ron E. Hassner","odF2zi8AAAAJ","‘God for Harry! England and Saint George!’: The Evolution of the Sacred Flag and the Modern Nation-State","R Hassner","The Flag Bulletin","191, 1-47",6,2000,2978656355364755968,"_Qo2XoVZTnwC"
"Ron E. Hassner","odF2zi8AAAAJ","What Do We Know about Interrogational Torture?","RE Hassner","International Journal Of Intelligence And Counterintelligence","33 (1), 4-42",5,2020,7184983625121466368,"4OULZ7Gr8RgC"
"Ron E. Hassner","odF2zi8AAAAJ","Religion and Violence in the Jewish Traditions","RE Hassner, G Aran","Violence And The World's Religious Traditions: An Introduction","83",4,2016,9305488405303115776,"bEWYMUwI8FkC"
"Ron E. Hassner","odF2zi8AAAAJ","Conflicts over Sacred Ground","RE Hassner","The Oxford Handbook Of Religion And Violence",NA,4,2013,14416633443268319232,"TFP_iSt0sucC"
"Ron E. Hassner","odF2zi8AAAAJ","International relations and religion","RE Hassner, I Svensson","Sage",NA,3,2016,16343695373025898496,"NMxIlDl6LWMC"
"Ron E. Hassner","odF2zi8AAAAJ","The trial and crucifixion of Jesus: A modest proposal","RE Hassner","Theory And Decision","54 (1), 1-32",3,2003,1.1564724752206e+19,"Se3iqnhoufwC"
"Ron E. Hassner","odF2zi8AAAAJ","The Cost of Torture: Evidence from the Spanish Inquisition","RE Hassner","Security Studies","29 (3), 457-492",2,2020,13938035492087662592,"cFHS6HbyZ2cC"
"Ron E. Hassner","odF2zi8AAAAJ","How to Cite a Sacred Text","RE Hassner","Politics And Religion","6 (4), 844-861",2,2013,3219806816716326400,"LkGwnXOMwfcC"
